Date,Gender,Annual Income,Model,Engine,Transmission,Color,Price ($),Body Style,Company
2022-08-13,Female,13500,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Mercury
2022-11-22,Male,13500,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Buick
2023-11-10,Female,410000,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,SUV,Dodge
2023-07-08,Female,1329000,528i,Overhead Camshaft,Manual,Pale White,29901,SUV,BMW
2022-10-03,Male,1050000,Focus,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Ford
2023-06-20,Male,13500,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Acura
2023-08-21,Male,495000,Maxima,Overhead Camshaft,Manual,Pale White,54000,Sedan,Nissan
2023-09-17,Male,700000,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,BMW
2022-04-30,Male,13500,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,Sedan,Chrysler
2023-05-23,Male,1100000,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Nissan
2022-05-13,Male,590000,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Mercury
2023-05-21,Male,13500,Passat,Overhead Camshaft,Manual,Pale White,27001,Hatchback,Volkswagen
2023-09-10,Male,880000,300M,DoubleÂ Overhead Camshaft,Auto,Red,16001,SUV,Chrysler
2022-05-28,Male,13500,Golf,Overhead Camshaft,Manual,Pale White,17001,Hardtop,Volkswagen
2022-04-05,Female,1450000,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Mercury
2022-11-09,Male,795000,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Mercedes-B
2022-02-03,Female,13500,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Ford
2023-05-14,Female,1610000,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Dodge
2023-12-29,Male,13500,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,SUV,Subaru
2023-04-08,Male,635000,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Saturn
2023-07-18,Male,762000,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Subaru
2023-11-11,Male,810000,I30,DoubleÂ Overhead Camshaft,Auto,Black,21001,SUV,Infiniti
2022-04-17,Female,852500,RL,Overhead Camshaft,Manual,Red,34500,SUV,Acura
2022-04-26,Male,2000000,Elantra,Overhead Camshaft,Manual,Red,22001,Sedan,Hyundai
2022-08-25,Male,600000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Ford
2023-07-25,Male,13500,GS300,Overhead Camshaft,Manual,Pale White,17000,Passenger,Lexus
2023-07-02,Male,13500,Metro,Overhead Camshaft,Manual,Pale White,13000,Passenger,Chevrolet
2022-04-02,Male,13500,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Mercury
2023-07-14,Male,1362000,Alero,Overhead Camshaft,Manual,Black,17201,Hardtop,Oldsmobile
2022-02-27,Female,474000,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Pontiac
2023-12-09,Male,730000,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Dodge
2022-12-17,Male,13500,Diamante,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Mitsubishi
2023-08-14,Female,490500,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,Sedan,Cadillac
2022-10-09,Male,13500,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Mercedes-B
2023-05-06,Male,13500,GS400,Overhead Camshaft,Manual,Black,53000,Hatchback,Lexus
2022-06-15,Male,520000,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Lexus
2023-08-15,Male,13500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Nissan
2022-12-05,Male,370000,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60001,Passenger,Cadillac
2022-05-22,Male,755000,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Volkswagen
2022-05-26,Female,13500,LS,DoubleÂ Overhead Camshaft,Auto,Red,24000,Sedan,Saturn
2023-11-22,Male,13500,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Chrysler
2022-09-21,Male,1000000,Continental,Overhead Camshaft,Manual,Pale White,82000,Passenger,Lincoln
2023-01-17,Male,442000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Lexus
2022-03-19,Male,905000,528i,Overhead Camshaft,Manual,Red,29000,SUV,BMW
2022-12-25,Male,697000,SW,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Passenger,Saturn
2023-12-01,Female,281200,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21201,Hatchback,Chrysler
2022-05-03,Female,622000,S-Class,Overhead Camshaft,Manual,Red,21000,SUV,Mercedes-B
2022-11-12,Male,1405000,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75500,Hardtop,Nissan
2023-06-20,Male,1750000,A4,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Audi
2023-06-20,Male,1300000,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Dodge
2023-11-19,Male,525500,S40,DoubleÂ Overhead Camshaft,Auto,Black,26500,Sedan,Volvo
2023-11-04,Male,1420000,A6,Overhead Camshaft,Manual,Black,15000,SUV,Audi
2022-08-07,Male,642000,Passport,Overhead Camshaft,Manual,Pale White,27001,Hardtop,Honda
2022-12-17,Male,13500,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Volkswagen
2022-07-18,Male,1150000,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,Hardtop,Buick
2023-11-24,Male,1240000,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Mitsubishi
2023-09-04,Male,600000,Corvette,Overhead Camshaft,Manual,Pale White,22000,SUV,Chevrolet
2023-09-22,Male,2400000,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Nissan
2022-10-25,Male,1650000,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,Sedan,Oldsmobile
2023-12-26,Male,800000,Corvette,Overhead Camshaft,Manual,Black,26000,SUV,Chevrolet
2023-05-05,Male,616000,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Mitsubishi
2022-11-05,Male,1090000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Dodge
2022-05-12,Male,950000,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,Passenger,Mercury
2022-06-11,Male,800000,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,BMW
2023-11-04,Male,815000,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,Sedan,Lexus
2023-02-02,Female,13500,Prizm,Overhead Camshaft,Manual,Black,16000,Hardtop,Chevrolet
2023-12-11,Male,1200000,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19001,SUV,Mercury
2022-03-26,Male,750000,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Mitsubishi
2023-06-03,Male,1845000,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45500,Hardtop,Volkswagen
2022-09-17,Male,1530000,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Volkswagen
2022-09-11,Male,2170000,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,Passenger,Cadillac
2022-09-01,Male,605000,LS400,Overhead Camshaft,Manual,Black,69000,Sedan,Lexus
2023-06-14,Male,755000,Firebird,Overhead Camshaft,Manual,Black,43000,Hardtop,Pontiac
2023-11-01,Male,760000,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Sedan,Mercury
2022-09-11,Male,1120000,S-Type,Overhead Camshaft,Manual,Pale White,21000,Passenger,Jaguar
2022-04-25,Male,735000,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Saturn
2023-11-18,Male,385000,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Sedan,Ford
2022-04-10,Female,800000,Eldorado,Overhead Camshaft,Manual,Black,85000,Passenger,Cadillac
2022-08-13,Female,753000,GS300,Overhead Camshaft,Manual,Black,51000,Passenger,Lexus
2023-01-07,Female,590500,300M,DoubleÂ Overhead Camshaft,Auto,Red,16501,SUV,Chrysler
2023-09-22,Male,985000,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,Passenger,Buick
2023-09-10,Male,566000,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39001,SUV,Mercedes-B
2022-09-24,Female,425000,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Subaru
2022-01-02,Female,535000,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Hyundai
2023-12-14,Male,535000,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Acura
2023-04-01,Male,13500,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Dodge
2023-06-07,Male,305000,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,SUV,Oldsmobile
2022-11-02,Male,835000,TL,DoubleÂ Overhead Camshaft,Auto,Red,16000,Hatchback,Acura
2023-08-21,Male,13500,LHS,Overhead Camshaft,Manual,Black,51000,Hatchback,Chrysler
2023-12-03,Male,1470000,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Cadillac
2023-07-23,Male,900000,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Chrysler
2022-11-28,Male,1335000,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53500,Hardtop,Toyota
2022-11-23,Male,13500,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Lincoln
2022-11-15,Female,13500,Park Avenue,Overhead Camshaft,Manual,Red,45001,Hatchback,Buick
2023-02-21,Male,1234000,Celica,Overhead Camshaft,Manual,Pale White,14400,SUV,Toyota
2022-11-15,Male,821000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,SUV,Subaru
2022-04-04,Female,970000,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Volkswagen
2023-04-08,Female,421500,Durango,Overhead Camshaft,Manual,Red,31501,SUV,Dodge
2023-10-20,Male,13500,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Sedan,Ford
2023-09-25,Female,828500,Durango,Overhead Camshaft,Manual,Pale White,27501,SUV,Dodge
2022-04-16,Male,13500,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Volvo
2023-08-15,Male,931000,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,SUV,Volkswagen
2023-04-05,Female,395000,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,SUV,Dodge
2023-09-01,Male,1321000,Expedition,Overhead Camshaft,Manual,Pale White,22101,SUV,Ford
2022-01-27,Male,1290000,S70,Overhead Camshaft,Manual,Black,22000,SUV,Volvo
2023-12-08,Male,850000,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Saab
2023-12-03,Male,450000,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Honda
2022-04-17,Male,965000,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,SUV,Mercedes-B
2022-04-05,Female,2700000,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,Passenger,Volkswagen
2023-10-17,Female,13500,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Dodge
2023-05-01,Male,566000,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,SUV,Dodge
2023-09-26,Male,3020000,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hardtop,Lexus
2023-12-20,Male,1275000,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,Sedan,Lexus
2023-11-22,Male,1380000,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Passenger,Volkswagen
2023-03-26,Male,13500,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Lexus
2023-03-14,Male,870000,Seville,Overhead Camshaft,Manual,Black,44000,SUV,Cadillac
2023-05-02,Male,1400000,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Audi
2023-07-16,Female,1901000,Montero,Overhead Camshaft,Manual,Black,16101,SUV,Mitsubishi
2022-11-27,Female,13500,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Hatchback,Buick
2022-09-15,Male,901000,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Mercury
2023-04-19,Male,465000,Town car,Overhead Camshaft,Manual,Pale White,33000,Hatchback,Lincoln
2022-08-16,Male,1910000,RL,Overhead Camshaft,Manual,Red,31000,SUV,Acura
2022-11-20,Male,1351000,Diamante,Overhead Camshaft,Manual,Red,25100,Hatchback,Mitsubishi
2022-03-29,Female,1850000,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Infiniti
2022-09-24,Male,1100000,Sebring Coupe,Overhead Camshaft,Manual,Pale White,21001,Sedan,Chrysler
2023-05-09,Male,762000,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,SUV,Toyota
2023-09-19,Male,13500,Aurora,Overhead Camshaft,Manual,Red,71000,Passenger,Oldsmobile
2023-08-13,Male,2510000,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Mitsubishi
2023-04-24,Male,13500,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,Sedan,Chevrolet
2023-12-06,Male,885000,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13001,Hatchback,Volkswagen
2023-12-01,Male,1324000,Sable,Overhead Camshaft,Manual,Pale White,61401,Sedan,Mercury
2022-12-04,Male,690500,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,Sedan,Lexus
2022-12-12,Male,13500,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,SUV,Chrysler
2022-10-26,Male,845000,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Hatchback,Chrysler
2022-10-29,Male,920000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31001,Hatchback,Dodge
2022-05-31,Male,701000,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Chrysler
2023-08-27,Male,13500,Silhouette,Overhead Camshaft,Manual,Pale White,14001,Sedan,Oldsmobile
2022-08-25,Male,2100000,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18001,Hardtop,Mercedes-B
2022-03-07,Male,1235000,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,Hatchback,Plymouth
2023-01-07,Male,433000,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16001,Sedan,Volkswagen
2022-03-05,Male,340000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2022-11-16,Male,830000,Prizm,Overhead Camshaft,Manual,Red,22001,Hardtop,Chevrolet
2023-09-19,Male,13500,A6,Overhead Camshaft,Manual,Black,25000,SUV,Audi
2023-09-01,Female,13500,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Mercedes-B
2023-09-11,Male,980000,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Chrysler
2023-02-02,Male,425000,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Hatchback,Ford
2022-12-10,Male,1260000,Malibu,Overhead Camshaft,Manual,Pale White,14000,Hardtop,Chevrolet
2023-07-22,Male,478000,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Mercedes-B
2023-09-05,Male,1264000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29400,Passenger,Ford
2022-07-04,Male,1325000,Ram Pickup,Overhead Camshaft,Manual,Black,19500,Hatchback,Dodge
2023-12-30,Male,857000,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,Sedan,Jeep
2023-07-07,Female,455000,Ram Pickup,Overhead Camshaft,Manual,Black,19001,Hardtop,Dodge
2023-06-12,Male,352000,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Plymouth
2022-08-17,Male,1075000,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,Passenger,Porsche
2022-11-08,Male,13500,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Lexus
2023-07-10,Male,13500,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Chevrolet
2022-11-27,Male,1001000,Diamante,Overhead Camshaft,Manual,Red,19101,Hatchback,Mitsubishi
2022-11-19,Male,492000,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Lincoln
2023-03-29,Male,652000,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Mercedes-B
2022-06-12,Male,447000,S40,Overhead Camshaft,Manual,Red,22000,Sedan,Volvo
2023-09-20,Male,349000,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Ford
2022-03-07,Male,1300000,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Lincoln
2023-07-08,Male,980000,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Dodge
2022-10-01,Male,855000,Aurora,Overhead Camshaft,Manual,Pale White,34000,Passenger,Oldsmobile
2023-10-15,Male,13500,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Honda
2023-03-29,Female,13500,Aurora,Overhead Camshaft,Manual,Red,34001,Passenger,Oldsmobile
2023-09-19,Male,1085000,RL,Overhead Camshaft,Manual,Black,18500,SUV,Acura
2023-03-11,Male,2016000,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19600,Sedan,Mitsubishi
2022-12-04,Male,1311000,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21101,Sedan,Honda
2022-03-08,Male,460000,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Dodge
2022-02-15,Male,13500,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Mercury
2022-02-09,Female,600000,Cougar,Overhead Camshaft,Manual,Pale White,22001,Hatchback,Mercury
2022-12-08,Male,13500,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,SUV,Lexus
2022-12-24,Male,2255000,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32501,Hatchback,Volkswagen
2022-05-01,Female,13500,Sunfire,Overhead Camshaft,Manual,Red,43001,Sedan,Pontiac
2023-08-18,Male,13500,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Dodge
2022-05-01,Male,1600000,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,Sedan,Mercury
2023-04-19,Female,750000,Prowler,Overhead Camshaft,Manual,Red,71000,Hatchback,Plymouth
2022-11-21,Female,632000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2023-09-01,Male,1400000,Eclipse,Overhead Camshaft,Manual,Pale White,12000,SUV,Mitsubishi
2022-04-02,Male,465000,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Chrysler
2022-07-14,Female,855000,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Oldsmobile
2023-11-28,Male,1708000,Monte Carlo,Overhead Camshaft,Manual,Pale White,17800,Hatchback,Chevrolet
2023-03-12,Male,13500,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,SUV,Ford
2023-08-26,Female,13500,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Volkswagen
2023-02-05,Male,890000,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Lexus
2022-05-07,Male,13500,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Pontiac
2022-01-21,Male,13500,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Toyota
2023-06-05,Female,1200000,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Volkswagen
2023-03-04,Male,620000,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,Hatchback,Ford
2022-09-25,Male,722000,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hardtop,Volkswagen
2023-08-22,Male,13500,Ram Pickup,Overhead Camshaft,Manual,Pale White,20001,SUV,Dodge
2023-09-12,Male,1290000,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Volkswagen
2022-07-02,Male,13500,Eldorado,Overhead Camshaft,Manual,Black,29000,Passenger,Cadillac
2022-11-15,Male,1260000,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Subaru
2022-11-20,Male,911000,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33000,Passenger,Volkswagen
2023-12-05,Male,1800000,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Subaru
2022-02-06,Male,610000,Intrigue,Overhead Camshaft,Manual,Pale White,37000,SUV,Oldsmobile
2023-06-14,Male,429000,Sonata,Overhead Camshaft,Manual,Black,20000,SUV,Hyundai
2023-05-30,Male,13500,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Plymouth
2023-03-08,Male,535000,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Ford
2022-12-04,Male,652000,LW,Overhead Camshaft,Manual,Red,49001,Hatchback,Saturn
2022-10-23,Male,617500,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,Passenger,Ford
2022-09-07,Male,1500000,A4,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Audi
2023-08-23,Male,13500,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,SUV,Mercury
2022-10-10,Male,516000,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Hardtop,Chrysler
2022-10-23,Male,592000,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Chevrolet
2022-09-17,Male,1270000,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Nissan
2022-12-13,Male,13500,5-Sep,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Saab
2022-06-19,Male,13500,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Pontiac
2022-01-02,Male,13500,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,BMW
2022-09-05,Male,1335000,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,Hatchback,Saturn
2023-10-01,Male,850000,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,Hardtop,Dodge
2022-06-15,Male,625000,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,SUV,Plymouth
2023-12-09,Male,640000,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15000,Passenger,Ford
2022-10-25,Female,645000,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Cadillac
2023-11-10,Male,1470000,3000GT,Overhead Camshaft,Manual,Pale White,24001,Sedan,Mitsubishi
2023-07-25,Male,13500,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Honda
2023-05-06,Male,940000,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,Hardtop,Mitsubishi
2023-03-24,Female,13500,Prowler,Overhead Camshaft,Manual,Red,71000,Hatchback,Plymouth
2022-05-30,Male,928000,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19001,Sedan,Ford
2023-11-03,Male,2220000,Pathfinder,Overhead Camshaft,Manual,Black,22000,Hardtop,Nissan
2022-11-29,Male,770000,SLK230,Overhead Camshaft,Manual,Red,71001,Hatchback,Mercedes-B
2022-03-21,Female,570000,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Mitsubishi
2022-12-19,Male,2570000,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Hatchback,Buick
2023-08-09,Male,930000,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Chevrolet
2023-08-05,Male,650000,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Audi
2022-03-01,Male,670000,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Dodge
2023-12-03,Male,526000,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Toyota
2023-06-06,Female,13500,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hardtop,Nissan
2023-12-18,Female,13500,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hatchback,BMW
2022-08-23,Male,810000,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Acura
2022-08-21,Male,1020000,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Ford
2022-05-23,Male,13500,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Honda
2022-05-12,Male,13500,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Mercedes-B
2022-06-25,Male,1100000,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,SUV,Mercedes-B
2022-08-16,Male,870000,SLK230,Overhead Camshaft,Manual,Red,71000,Hatchback,Mercedes-B
2022-07-25,Male,474000,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Chevrolet
2023-12-03,Male,815000,Escort,Overhead Camshaft,Manual,Black,12000,Passenger,Ford
2023-10-01,Male,2640000,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Volkswagen
2023-06-17,Male,13500,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,Hatchback,Volkswagen
2023-01-22,Male,858000,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Sedan,Mercedes-B
2023-11-03,Male,1800000,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hardtop,Chevrolet
